POINTNUMBER;POINTNAME;STATIONNAME;STATIONNAMEABBREVIATED;PUNTOSINTER;NOMBRESINTER
162008;13CTE    L  CAT  CORRIENTE;HUACRA;HUA;2,162008;13CTE    L  CAT 
162009;13TEN    B   A   TENSION;HUACRA;HUA;2,162009;13TEN    B   A  
162010;13PW      TR  01 POTENCIA ACTIVA;HUACRA;HUA;2,16201;13PW      TR  01
162011;13PQ      TR  01 POTENCIA REACTIVA;HUACRA;HUA;2,162011;13PQ      TR  01
162012;13CTE     TR  01 CORRIENTE;HUACRA;HUA;2,162012;13CTE     TR  01
162014;03PW      TR  01 POTENCIA ACTIVA;HUACRA;HUA;2,162014;03PW      TR  01
162015;03PQ      TR  01 POTENCIA REACTIVA;HUACRA;HUA;2,162015;03PQ      TR  01
162016;03CTE     TR  01 CORRIENTE;HUACRA;HUA;2,162016;03CTE     TR  01
162017;03TEN     TR  01 TENSION;HUACRA;HUA;2,162017;03TEN     TR  01
162018;01PW      TR  01 POTENCIA ACTIVA;HUACRA;HUA;2,162018;01PW      TR  01
162019;01PQ      TR  01 POTENCIA REACTIVA;HUACRA;HUA;2,162019;01PQ      TR  01
162020;01CTE     TR  01 CORRIENTE;HUACRA;HUA;2,16202;01CTE     TR  01
162021;01TEN    B   A   TENSION;HUACRA;HUA;2,162021;01TEN    B   A  
162022;03PW     L ALTOS POTENCIA ACTIVA;HUACRA;HUA;2,162022;03PW     L ALTOS
162023;03PQ     L ALTOS POTENCIA REACTIVA;HUACRA;HUA;2,162023;03PQ     L ALTOS
162024;03CTE    L ALTOS CORRIENTE;HUACRA;HUA;2,162024;03CTE    L ALTOS
162025;03PW     R PUNCO POTENCIA ACTIVA;HUACRA;HUA;2,162025;03PW     R PUNCO
162026;03PQ     R PUNCO POTENCIA REACTIVA;HUACRA;HUA;2,162026;03PQ     R PUNCO
162027;01CTE    LA VINA CORRIENTE;HUACRA;HUA;2,162027;01CTE    LA VINA
162028;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;HUACRA;HUA;2,162028;77DEM PW      ET
162029;77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA;HUACRA;HUA;2,162029;77DEM PQ      ET
162030;13FRE       SIS  FRECUENCIA;HUACRA;HUA;2,16203;13FRE       SIS 
162032;RESERVA 1;HUACRA;HUA;2,162032;RESERVA 1
162033;RESERVA 2;HUACRA;HUA;2,162033;RESERVA 2
162037;RESERVA 3;HUACRA;HUA;2,162037;RESERVA 3
162043;03QF     L ALTOS REACTIVO FALTANTE;HUACRA;HUA;2,162043;03QF     L ALTOS
162044;03QF     R PUNCO REACTIVO FALTANTE;HUACRA;HUA;2,162044;03QF     R PUNCO
163000;03PW      TR  01 POTENCIA ACTIVA;FRIAS;FRI;2,163;03PW      TR  01
163001;03PQ      TR  01 POTENCIA REACTIVA;FRIAS;FRI;2,163001;03PQ      TR  01
163002;13CTE    L  REC  CORRIENTE;FRIAS;FRI;2,163002;13CTE    L  REC 
163003;13TEN    L  REC  TENSION;FRIAS;FRI;2,163003;13TEN    L  REC 
163004;13PW     L  REC  POTENCIA ACTIVA;FRIAS;FRI;2,163004;13PW     L  REC 
163005;13PQ     L  REC  POTENCIA REACTIVA;FRIAS;FRI;2,163005;13PQ     L  REC 
163006;03PW      TR  02 POTENCIA ACTIVA;FRIAS;FRI;2,163006;03PW      TR  02
163007;03PQ      TR  02 POTENCIA REACTIVA;FRIAS;FRI;2,163007;03PQ      TR  02
163008;03CTE     RECREO CORRIENTE;FRIAS;FRI;2,163008;03CTE     RECREO
163009;13PW      TR  03 POTENCIA ACTIVA;FRIAS;FRI;2,163009;13PW      TR  03
163010;13PQ      TR  03 POTENCIA REACTIVA;FRIAS;FRI;2,16301;13PQ      TR  03
163011;01CTE   FRIAS ES CORRIENTE;FRIAS;FRI;2,163011;01CTE   FRIAS ES
163012;01CTE  FRIAS OES CORRIENTE;FRIAS;FRI;2,163012;01CTE  FRIAS OES
163013;03CTE    VILLUCO CORRIENTE;FRIAS;FRI;2,163013;03CTE    VILLUCO
163014;03PQ      RECREO POTENCIA REACTIVA;FRIAS;FRI;2,163014;03PQ      RECREO
163015;03PW      RECREO POTENCIA ACTIVA;FRIAS;FRI;2,163015;03PW      RECREO
163016;03CTE    LAVALLE CORRIENTE;FRIAS;FRI;2,163016;03CTE    LAVALLE
163017;03CTE    LAPRIDA CORRIENTE;FRIAS;FRI;2,163017;03CTE    LAPRIDA
163018;13CTE    L  LCA  CORRIENTE;FRIAS;FRI;2,163018;13CTE    L  LCA 
163019;13PW     L  LCA  POTENCIA ACTIVA;FRIAS;FRI;2,163019;13PW     L  LCA 
163020;13PQ     L  LCA  POTENCIA REACTIVA;FRIAS;FRI;2,16302;13PQ     L  LCA 
163021;13TEN    L  LCA  TENSION;FRIAS;FRI;2,163021;13TEN    L  LCA 
163022;03TEN     TR  02 TENSION;FRIAS;FRI;2,163022;03TEN     TR  02
163023;01TEN     TR  01 TENSION;FRIAS;FRI;2,163023;01TEN     TR  01
163024;01TEN     TR  02 TENSION;FRIAS;FRI;2,163024;01TEN     TR  02
163025;13PW      TR  01 POTENCIA ACTIVA;FRIAS;FRI;2,163025;13PW      TR  01
163026;13PQ      TR  01 POTENCIA REACTIVA;FRIAS;FRI;2,163026;13PQ      TR  01
163027;13PW      TR  02 POTENCIA ACTIVA;FRIAS;FRI;2,163027;13PW      TR  02
163028;13PQ      TR  02 POTENCIA REACTIVA;FRIAS;FRI;2,163028;13PQ      TR  02
163031;01PQ      TR  01 POTENCIA REACTIVA;FRIAS;FRI;2,163031;01PQ      TR  01
163032;01PQ      TR  02 POTENCIA REACTIVA;FRIAS;FRI;2,163032;01PQ      TR  02
163033;01PW      TR  01 POTENCIA ACTIVA;FRIAS;FRI;2,163033;01PW      TR  01
163034;01PW      TR  02 POTENCIA ACTIVA;FRIAS;FRI;2,163034;01PW      TR  02
163035;03CTE     TR  01 CORRIENTE;FRIAS;FRI;2,163035;03CTE     TR  01
163036;03CTE     TR  02 CORRIENTE;FRIAS;FRI;2,163036;03CTE     TR  02
163037;01PW      TR  03 POTENCIA ACTIVA;FRIAS;FRI;2,163037;01PW      TR  03
163038;01PQ      TR  03 POTENCIA REACTIVA;FRIAS;FRI;2,163038;01PQ      TR  03
163039;01TEN     TR  03 TENSION;FRIAS;FRI;2,163039;01TEN     TR  03
163040;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;FRIAS;FRI;2,16304;77DEM PW      ET
163041;77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA;FRIAS;FRI;2,163041;77DEM PQ      ET
163042;01GEN PW      ET POTENCIA ACTIVA TOTAL;FRIAS;FRI;2,163042;01GEN PW      ET
163043;01GEN PQ      ET POTENCIA REACTIVA TOTAL;FRIAS;FRI;2,163043;01GEN PQ      ET
163044;77DEM PW   EDESE DEMANDA DE POTENCIA ACTIVA;FRIAS;FRI;2,163044;77DEM PW   EDESE
163045;77DEM PQ   EDESE DEMANDA DE POTENCIA REACTIVA;FRIAS;FRI;2,163045;77DEM PQ   EDESE
163046;13CTE     TR  01 CORRIENTE;FRIAS;FRI;2,163046;13CTE     TR  01
163047;13CTE     TR  02 CORRIENTE;FRIAS;FRI;2,163047;13CTE     TR  02
163048;01CTE     TR  01 CORRIENTE;FRIAS;FRI;2,163048;01CTE     TR  01
163049;01CTE     TR  02 CORRIENTE;FRIAS;FRI;2,163049;01CTE     TR  02
163051;77QFAL     EDESE REACTIVO FALTANTE;FRIAS;FRI;2,163051;77QFAL     EDESE
163057;77DEM PW  EDECAT POTENCIA ACTIVA TOTAL;FRIAS;FRI;2,163057;77DEM PW  EDECAT
163058;77DEM PQ  EDECAT DEMANDA DE POTENCIA REACTIVA;FRIAS;FRI;2,163058;77DEM PQ  EDECAT
163060;01CTE  FRIAS CEN CORRIENTE;FRIAS;FRI;2,16306;01CTE  FRIAS CEN
164000;50TEN    L  MAL  TENSION;RECREO;REC;2,164;50TEN    L  MAL 
164001;50TEN     TR  01 TENSION;RECREO;REC;2,164001;50TEN     TR  01
164002;50TEN    L  LAV  TENSION;RECREO;REC;2,164002;50TEN    L  LAV 
164003;50TEN    L  LRS  TENSION;RECREO;REC;2,164003;50TEN    L  LRS 
164004;50CTE    L  MAL  CORRIENTE;RECREO;REC;2,164004;50CTE    L  MAL 
164005;50PW     L  MAL  POTENCIA ACTIVA;RECREO;REC;2,164005;50PW     L  MAL 
164006;50PQ     L  MAL  POTENCIA REACTIVA;RECREO;REC;2,164006;50PQ     L  MAL 
164007;50CTE    L  LAV  CORRIENTE;RECREO;REC;2,164007;50CTE    L  LAV 
164008;50PW     L  LAV  POTENCIA ACTIVA;RECREO;REC;2,164008;50PW     L  LAV 
164009;50PQ     L  LAV  POTENCIA REACTIVA;RECREO;REC;2,164009;50PQ     L  LAV 
164010;50PQ     L  LRS  POTENCIA REACTIVA;RECREO;REC;2,16401;50PQ     L  LRS 
164011;50CTE     TR  01 CORRIENTE;RECREO;REC;2,164011;50CTE     TR  01
164012;50PW      TR  01 POTENCIA ACTIVA;RECREO;REC;2,164012;50PW      TR  01
164013;50PQ      TR  01 POTENCIA REACTIVA;RECREO;REC;2,164013;50PQ      TR  01
164014;13CTE    L  FRI  CORRIENTE;RECREO;REC;2,164014;13CTE    L  FRI 
164015;13TEN    L  FRI  TENSION;RECREO;REC;2,164015;13TEN    L  FRI 
164016;13PW     L  FRI  POTENCIA ACTIVA;RECREO;REC;2,164016;13PW     L  FRI 
164017;13PQ     L  FRI  POTENCIA REACTIVA;RECREO;REC;2,164017;13PQ     L  FRI 
164018;13CTE    L  LPA  CORRIENTE;RECREO;REC;2,164018;13CTE    L  LPA 
164019;13TEN    L  LPA  TENSION;RECREO;REC;2,164019;13TEN    L  LPA 
164020;13PW     L  LPA  POTENCIA ACTIVA;RECREO;REC;2,16402;13PW     L  LPA 
164021;13PQ     L  LPA  POTENCIA REACTIVA;RECREO;REC;2,164021;13PQ     L  LPA 
164022;13CTE    L  CAT  CORRIENTE;RECREO;REC;2,164022;13CTE    L  CAT 
164023;13TEN    L  CAT  TENSION;RECREO;REC;2,164023;13TEN    L  CAT 
164024;13PW     L  CAT  POTENCIA ACTIVA;RECREO;REC;2,164024;13PW     L  CAT 
164025;13PQ     L  CAT  POTENCIA REACTIVA;RECREO;REC;2,164025;13PQ     L  CAT 
164026;13CTE    L2 LRI  CORRIENTE;RECREO;REC;2,164026;13CTE    L2 LRI 
164027;13TEN    L2 LRI  TENSION;RECREO;REC;2,164027;13TEN    L2 LRI 
164028;13PW     L2 LRI  POTENCIA ACTIVA;RECREO;REC;2,164028;13PW     L2 LRI 
164029;13PQ     L2 LRI  POTENCIA REACTIVA;RECREO;REC;2,164029;13PQ     L2 LRI 
164030;13CTE     TR  01 CORRIENTE;RECREO;REC;2,16403;13CTE     TR  01
164031;13TEN     TR  01 TENSION;RECREO;REC;2,164031;13TEN     TR  01
164032;13PW      TR  01 POTENCIA ACTIVA;RECREO;REC;2,164032;13PW      TR  01
164033;13PQ      TR  01 POTENCIA REACTIVA;RECREO;REC;2,164033;13PQ      TR  01
164034;03TEN     TR  01 TENSION;RECREO;REC;2,164034;03TEN     TR  01
164035;50CTE     TR  02 CORRIENTE;RECREO;REC;2,164035;50CTE     TR  02
164036;50TEN     TR  02 TENSION;RECREO;REC;2,164036;50TEN     TR  02
164037;50PW      TR  02 POTENCIA ACTIVA;RECREO;REC;2,164037;50PW      TR  02
164038;50PQ      TR  02 POTENCIA REACTIVA;RECREO;REC;2,164038;50PQ      TR  02
164039;13CTE     TR  02 CORRIENTE;RECREO;REC;2,164039;13CTE     TR  02
164040;13TEN     TR  02 TENSION;RECREO;REC;2,16404;13TEN     TR  02
164041;13PW      TR  02 POTENCIA ACTIVA;RECREO;REC;2,164041;13PW      TR  02
164042;13PQ      TR  02 POTENCIA REACTIVA;RECREO;REC;2,164042;13PQ      TR  02
164043;13CTE    L  LRI  CORRIENTE;RECREO;REC;2,164043;13CTE    L  LRI 
164044;13TEN    L1 LRI  TENSION;RECREO;REC;2,164044;13TEN    L1 LRI 
164045;13PW     L1 LRI  POTENCIA ACTIVA;RECREO;REC;2,164045;13PW     L1 LRI 
164046;13PQ     L1 LRI  POTENCIA REACTIVA;RECREO;REC;2,164046;13PQ     L1 LRI 
164049;50CTE    L  LRS  CORRIENTE;RECREO;REC;2,164049;50CTE    L  LRS 
164050;50PW     L  LRS  POTENCIA ACTIVA;RECREO;REC;2,16405;50PW     L  LRS 
164062;PW GEN NOACS;RECREO;REC;2,164062;PW GEN NOACS
164063;PORCENTAJE;RECREO;REC;2,164063;PORCENTAJE
164064;DEMANDA;RECREO;REC;2,164064;DEMANDA
164065;PORCENTAJEBU;RECREO;REC;2,164065;PORCENTAJEBU
164067;50PQ  BRAMAL;RECREO;REC;2,164067;50PQ  BRAMAL
164068;50PQPOBRAMAL;RECREO;REC;2,164068;50PQPOBRAMAL
164069;50PWPOBRAMAL;RECREO;REC;2,164069;50PWPOBRAMAL
164071;PQ GEN NOACS;RECREO;REC;2,164071;PQ GEN NOACS
164072;PW GEN NOANO;RECREO;REC;2,164072;PW GEN NOANO
164073;PQ GEN NOANO;RECREO;REC;2,164073;PQ GEN NOANO
165000;13TEN    L  LRE  TENSION;LA RIOJA 1;LRI1;2,165;13TEN    L  LRE 
165001;13TEN    L  PAR  TENSION;LA RIOJA 1;LRI1;2,165001;13TEN    L  PAR 
165002;13CTE     TR  01 CORRIENTE;LA RIOJA 1;LRI1;2,165002;13CTE     TR  01
165003;03CTE     CENTRO CORRIENTE;LA RIOJA 1;LRI1;2,165003;03CTE     CENTRO
165005;03CTE TALAMUYUNA CORRIENTE;LA RIOJA 1;LRI1;2,165005;03CTE TALAMUYUNA
165006;03CTE    INTER 2 CORRIENTE;LA RIOJA 1;LRI1;2,165006;03CTE    INTER 2
165007;03CTE    INTER 1 CORRIENTE;LA RIOJA 1;LRI1;2,165007;03CTE    INTER 1
165008;03CTE  P.INDUSTR CORRIENTE;LA RIOJA 1;LRI1;2,165008;03CTE  P.INDUSTR
165009;03CTE  N.P.INDUS CORRIENTE;LA RIOJA 1;LRI1;2,165009;03CTE  N.P.INDUS
165010;01CTE  ANTARTIDA CORRIENTE;LA RIOJA 1;LRI1;2,16501;01CTE  ANTARTIDA
165011;01CTE     ANDINO CORRIENTE;LA RIOJA 1;LRI1;2,165011;01CTE     ANDINO
165013;01CTE   ZONA SUR CORRIENTE;LA RIOJA 1;LRI1;2,165013;01CTE   ZONA SUR
165014;01CTE ZONA NORTE CORRIENTE;LA RIOJA 1;LRI1;2,165014;01CTE ZONA NORTE
165015;01CTE  AROPUERTO CORRIENTE;LA RIOJA 1;LRI1;2,165015;01CTE  AROPUERTO
165016;01PW      TG  21 POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,165016;01PW      TG  21
165017;01PQ      TG  21 POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165017;01PQ      TG  21
165018;01PW      TG  22 POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,165018;01PW      TG  22
165019;01PQ      TG  22 POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165019;01PQ      TG  22
165020;13CTE     TR  02 CORRIENTE;LA RIOJA 1;LRI1;2,16502;13CTE     TR  02
165021;13CTE     TR 3:4 CORRIENTE;LA RIOJA 1;LRI1;2,165021;13CTE     TR 3:4
165022;13PW     L  REC2 POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,165022;13PW     L  REC2
165023;13PW     L  REC1 POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,165023;13PW     L  REC1
165024;13PW     L  LRE  POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,165024;13PW     L  LRE 
165025;13PW     L  PAR  POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,165025;13PW     L  PAR 
165026;13PQ     L  REC2 POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165026;13PQ     L  REC2
165027;13PQ     L  REC1 POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165027;13PQ     L  REC1
165028;13PQ     L  LRE  POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165028;13PQ     L  LRE 
165029;13PQ     L  PAR  POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165029;13PQ     L  PAR 
165030;13TEN    B   P   TENSION;LA RIOJA 1;LRI1;2,16503;13TEN    B   P  
165031;03TEN     TR  01 TENSION;LA RIOJA 1;LRI1;2,165031;03TEN     TR  01
165032;01TEN    B   A   TENSION;LA RIOJA 1;LRI1;2,165032;01TEN    B   A  
165033;03TEN     TR  02 TENSION;LA RIOJA 1;LRI1;2,165033;03TEN     TR  02
165034;13PW      TR  01 POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,165034;13PW      TR  01
165035;13PW      TR  02 POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,165035;13PW      TR  02
165036;01PW      TR  01 POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,165036;01PW      TR  01
165037;01PW      TR  02 POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,165037;01PW      TR  02
165038;13PQ      TR  01 POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165038;13PQ      TR  01
165039;13PQ      TR  02 POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165039;13PQ      TR  02
165040;01PQ      TR  01 POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,16504;01PQ      TR  01
165041;01PQ      TR  02 POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165041;01PQ      TR  02
165042;03CTE     TR  01 CORRIENTE;LA RIOJA 1;LRI1;2,165042;03CTE     TR  01
165043;03CTE     TR  02 CORRIENTE;LA RIOJA 1;LRI1;2,165043;03CTE     TR  02
165044;13CTE    L  LRE  CORRIENTE;LA RIOJA 1;LRI1;2,165044;13CTE    L  LRE 
165045;13CTE    L  REC2 CORRIENTE;LA RIOJA 1;LRI1;2,165045;13CTE    L  REC2
165046;13CTE    L  REC1 CORRIENTE;LA RIOJA 1;LRI1;2,165046;13CTE    L  REC1
165047;13CTE    L  PAR  CORRIENTE;LA RIOJA 1;LRI1;2,165047;13CTE    L  PAR 
165050;13PW      TR 3:4 POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,16505;13PW      TR 3:4
165051;13PQ      TR 3:4 POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165051;13PQ      TR 3:4
165052;03CTE     TR  03 CORRIENTE;LA RIOJA 1;LRI1;2,165052;03CTE     TR  03
165053;03TEN     TR  03 TENSION;LA RIOJA 1;LRI1;2,165053;03TEN     TR  03
165055;03CTE    COLONIA CORRIENTE;LA RIOJA 1;LRI1;2,165055;03CTE    COLONIA
165056;03PW      TR  01 POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,165056;03PW      TR  01
165057;03PQ      TR  01 POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165057;03PQ      TR  01
165058;03PW      TR  02 POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,165058;03PW      TR  02
165059;03PQ      TR  02 POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165059;03PQ      TR  02
165060;03PW      TR  03 POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,16506;03PW      TR  03
165061;03PQ      TR  03 POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165061;03PQ      TR  03
165062;13TEN    L  REC2 TENSION;LA RIOJA 1;LRI1;2,165062;13TEN    L  REC2
165063;13TEN    L  REC1 TENSION;LA RIOJA 1;LRI1;2,165063;13TEN    L  REC1
165064;01PW      TG  23 POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,165064;01PW      TG  23
165065;01PQ      TG  23 POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165065;01PQ      TG  23
165066;03CTE     TR  04 CORRIENTE;LA RIOJA 1;LRI1;2,165066;03CTE     TR  04
165067;03TEN     TR  04 TENSION;LA RIOJA 1;LRI1;2,165067;03TEN     TR  04
165069;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,165069;77DEM PW      ET
165070;77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,16507;77DEM PQ      ET
165071;13DEM PW  EDELAR DEMANDA DE POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,165071;13DEM PW  EDELAR
165072;13DEM PQ  EDELAR DEMANDA DE POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165072;13DEM PQ  EDELAR
165073;13GEN PW      ET POTENCIA ACTIVA TOTAL;LA RIOJA 1;LRI1;2,165073;13GEN PW      ET
165074;13GEN PQ      ET POTENCIA REACTIVA TOTAL;LA RIOJA 1;LRI1;2,165074;13GEN PQ      ET
165076;03PQ      CP  01 POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165076;03PQ      CP  01
165077;03CTE     CP  01 CORRIENTE;LA RIOJA 1;LRI1;2,165077;03CTE     CP  01
165078;03PW      TR  04 POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,165078;03PW      TR  04
165079;03PQ      TR  04 POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165079;03PQ      TR  04
165080;01PW      TD  33 POTENCIA ACTIVA;LA RIOJA 1;LRI1;2,16508;01PW      TD  33
165081;01PQ      TD  33 POTENCIA REACTIVA;LA RIOJA 1;LRI1;2,165081;01PQ      TD  33
165082;01CTE     TD  33 CORRIENTE;LA RIOJA 1;LRI1;2,165082;01CTE     TD  33
165084;13QFAL    EDELAR REACTIVO FALTANTE;LA RIOJA 1;LRI1;2,165084;13QFAL    EDELAR
165089;01CTE     TR  01 CORRIENTE;LA RIOJA 1;LRI1;2,165089;01CTE     TR  01
165094;01CTE     TR  02 CORRIENTE;LA RIOJA 1;LRI1;2,165094;01CTE     TR  02
165095;01QFAL        ET REACTIVO FALTANTE;LA RIOJA 1;LRI1;2,165095;01QFAL        ET
166000;13TEN     TR  01 TENSION;ACONQUIJA;ACO;2,166;13TEN     TR  01
166001;13CTE     TR  01 CORRIENTE;ACONQUIJA;ACO;2,166001;13CTE     TR  01
166002;13PW      TR  01 POTENCIA ACTIVA;ACONQUIJA;ACO;2,166002;13PW      TR  01
166003;13PQ      TR  01 POTENCIA REACTIVA;ACONQUIJA;ACO;2,166003;13PQ      TR  01
166004;01TEN     TR  01 TENSION;ACONQUIJA;ACO;2,166004;01TEN     TR  01
166005;01CTE     TR  01 CORRIENTE;ACONQUIJA;ACO;2,166005;01CTE     TR  01
166006;01PW      TR  01 POTENCIA ACTIVA;ACONQUIJA;ACO;2,166006;01PW      TR  01
166007;01PQ      TR  01 POTENCIA REACTIVA;ACONQUIJA;ACO;2,166007;01PQ      TR  01
166009;01CTE     RECO 1 CORRIENTE;ACONQUIJA;ACO;2,166009;01CTE     RECO 1
166010;13TEN    B   A   TENSION;ACONQUIJA;ACO;2,16601;13TEN    B   A  
166011;01TEN    B   A   TENSION;ACONQUIJA;ACO;2,166011;01TEN    B   A  
167000;13CTE     TR  01 CORRIENTE;LA PAZ;LPA;2,167;13CTE     TR  01
167002;03PW      TR  01 POTENCIA ACTIVA;LA PAZ;LPA;2,167002;03PW      TR  01
167003;03PQ      TR  01 POTENCIA REACTIVA;LA PAZ;LPA;2,167003;03PQ      TR  01
167004;03CTE     TR  01 CORRIENTE;LA PAZ;LPA;2,167004;03CTE     TR  01
167005;03TEN     TR  01 TENSION;LA PAZ;LPA;2,167005;03TEN     TR  01
167006;01PW      TR  01 POTENCIA ACTIVA;LA PAZ;LPA;2,167006;01PW      TR  01
167007;01PQ      TR  01 POTENCIA REACTIVA;LA PAZ;LPA;2,167007;01PQ      TR  01
167008;01CTE     TR  01 CORRIENTE;LA PAZ;LPA;2,167008;01CTE     TR  01
167009;01TEN     TR  01 TENSION;LA PAZ;LPA;2,167009;01TEN     TR  01
167010;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;LA PAZ;LPA;2,16701;77DEM PW      ET
167011;77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA;LA PAZ;LPA;2,167011;77DEM PQ      ET
167012;03CTE    SALIDA 1 CORRIENTE;LA PAZ;LPA;2,167012;03CTE    SALIDA 
167013;01CTE    SALIDA 1 CORRIENTE;LA PAZ;LPA;2,167013;01CTE    SALIDA 
167014;01CTE    SALIDA 2 CORRIENTE;LA PAZ;LPA;2,167014;01CTE    SALIDA 
168000;13PW     L  AND  POTENCIA ACTIVA;SAUJIL;SAU;2,168;13PW     L  AND 
168001;13PQ     L  AND  POTENCIA REACTIVA;SAUJIL;SAU;2,168001;13PQ     L  AND 
168002;13CTE    L  AND  CORRIENTE;SAUJIL;SAU;2,168002;13CTE    L  AND 
168003;13TEN    L  AND  TENSION;SAUJIL;SAU;2,168003;13TEN    L  AND 
168004;13DIS FA L  AND  DISTANCIA DE FALLA EN KM;SAUJIL;SAU;2,168004;13DIS FA L  AND 
168005;13PW      TR  01 POTENCIA ACTIVA;SAUJIL;SAU;2,168005;13PW      TR  01
168006;13PQ      TR  01 POTENCIA REACTIVA;SAUJIL;SAU;2,168006;13PQ      TR  01
168007;13CTE     TR  01 CORRIENTE;SAUJIL;SAU;2,168007;13CTE     TR  01
168009;03PW      TR  01 POTENCIA ACTIVA;SAUJIL;SAU;2,168009;03PW      TR  01
168010;03PQ      TR  01 POTENCIA REACTIVA;SAUJIL;SAU;2,16801;03PQ      TR  01
168011;03CTE     TR  01 CORRIENTE;SAUJIL;SAU;2,168011;03CTE     TR  01
168012;03TEN     TR  01 TENSION;SAUJIL;SAU;2,168012;03TEN     TR  01
168013;01PW      TR  01 POTENCIA ACTIVA;SAUJIL;SAU;2,168013;01PW      TR  01
168014;01PQ      TR  01 POTENCIA REACTIVA;SAUJIL;SAU;2,168014;01PQ      TR  01
168015;01CTE     TR  01 CORRIENTE;SAUJIL;SAU;2,168015;01CTE     TR  01
168016;01TEN     TR  01 TENSION;SAUJIL;SAU;2,168016;01TEN     TR  01
168017;77DEM PW      ET DEMANDA DE POTENCIA ACTIVA;SAUJIL;SAU;2,168017;77DEM PW      ET
168018;77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA;SAUJIL;SAU;2,168018;77DEM PQ      ET
168020;13QFAL        ET REACTIVO FALTANTE;SAUJIL;SAU;2,16802;13QFAL        ET
168021;13TEN    B   A   TENSION;SAUJIL;SAU;2,168021;13TEN    B   A  
168022;03TEN    B   A   TENSION;SAUJIL;SAU;2,168022;03TEN    B   A  
168023;01TEN    B   A   TENSION;SAUJIL;SAU;2,168023;01TEN    B   A  
169000;13TEN     TR  01 TENSION;VALLE VIEJO;VVI;2,169;13TEN     TR  01
169001;13PW      TR  01 POTENCIA ACTIVA;VALLE VIEJO;VVI;2,169001;13PW      TR  01
169002;13PQ      TR  01 POTENCIA REACTIVA;VALLE VIEJO;VVI;2,169002;13PQ      TR  01
169003;13CTE     TR  01 CORRIENTE;VALLE VIEJO;VVI;2,169003;13CTE     TR  01
169005;03PW      TR  01 POTENCIA ACTIVA;VALLE VIEJO;VVI;2,169005;03PW      TR  01
169006;03PQ      TR  01 POTENCIA REACTIVA;VALLE VIEJO;VVI;2,169006;03PQ      TR  01
169007;03CTE     TR  01 CORRIENTE;VALLE VIEJO;VVI;2,169007;03CTE     TR  01
169008;03TEN     TR  01 TENSION;VALLE VIEJO;VVI;2,169008;03TEN     TR  01
169009;01PW      TR  01 POTENCIA ACTIVA;VALLE VIEJO;VVI;2,169009;01PW      TR  01
169010;01PQ      TR  01 POTENCIA REACTIVA;VALLE VIEJO;VVI;2,16901;01PQ      TR  01
169011;01CTE     TR  01 CORRIENTE;VALLE VIEJO;VVI;2,169011;01CTE     TR  01
