VERDADERO;VERDADERO;60087;01PW  TR 001;60087;01PW  TR 001;60087;01PW  TR 001;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60088;01PQ  TR 001;60088;01PQ  TR 001;60088;01PQ  TR 001;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60089;01PW  TG 021;60089;01PW  TG 021;60089;01PW  TG 021;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60090;01PQ  TG 021;60090;01PQ  TG 021;60090;01PQ  TG 021;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60091;GUE PW TOTAL;60091;GUE PW TOTAL;60091;GUE PW TOTAL;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60092;GUE PQ TOTAL;60092;GUE PQ TOTAL;60092;GUE PQ TOTAL;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60093;13NBC TR 002 (1);60093;13NBC TR 002 (1);60093;13NBC TR 002 (1);VERDADERO;VERDADERO
VERDADERO;VERDADERO;60094;13NBC TR 003 (1);60094;13NBC TR 003 (1);60094;13NBC TR 003 (1);VERDADERO;VERDADERO
VERDADERO;VERDADERO;60095;50NBC TR 004;60095;50NBC TR 004;60095;50NBC TR 004;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60096;13NBC TR 001;60096;13NBC TR 001;60096;13NBC TR 001;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60097;13NBC TR 002 (2);60097;13NBC TR 002 (2);60097;13NBC TR 002 (2);VERDADERO;VERDADERO
VERDADERO;VERDADERO;60098;13NBC TR 003 (2);60098;13NBC TR 003 (2);60098;13NBC TR 003 (2);VERDADERO;VERDADERO
VERDADERO;VERDADERO;60099;50NBC TR 001;60099;50NBC TR 001;60099;50NBC TR 001;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60100;50NBC TR 002;60100;50NBC TR 002;60100;50NBC TR 002;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60104;GUE 13PW TR 001;60104;GUE 13PW TR 001;60104;GUE 13PW TR 001;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60105;GUE 13PQ TR 001;60105;GUE 13PQ TR 001;60105;GUE 13PQ TR 001;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60106;GUE 01PW TG 021;60106;GUE 01PW TG 021;60106;GUE 01PW TG 021;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60107;GUE 01PQ TG 021;60107;GUE 01PQ TG 021;60107;GUE 01PQ TG 021;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60108;BRA AFE RBC SA2;60108;BRA AFE RBC SA2;60108;BRA AFE RBC SA2;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60109;BRA AFE 13TEN A2;60109;BRA AFE 13TEN A2;60109;BRA AFE 13TEN A2;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60110;BRA AFE 01PW G2;60110;BRA AFE 01PW G2;60110;BRA AFE 01PW G2;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60111;BRA AFE 01PQ G2;60111;BRA AFE 01PQ G2;60111;BRA AFE 01PQ G2;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60112;BRA AFE RBC SA3;60112;BRA AFE RBC SA3;60112;BRA AFE RBC SA3;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60113;BRA AFE 13TEN A3;60113;BRA AFE 13TEN A3;60113;BRA AFE 13TEN A3;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60114;BRA AFE 01PW G3;60114;BRA AFE 01PW G3;60114;BRA AFE 01PW G3;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60115;BRA AFE 01PQ G3;60115;BRA AFE 01PQ G3;60115;BRA AFE 01PQ G3;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60201;5NODO 5 V;60201;5NODO 5 V;60201;5NODO 5 V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60202;5NODO 6 V;60202;5NODO 6 V;60202;5NODO 6 V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60203;5BRCB1  I;60203;5BRCB1  I;60203;5BRCB1  I;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60204;5BRCB1  P;60204;5BRCB1  P;60204;5BRCB1  P;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60205;5BRCB1  Q;60205;5BRCB1  Q;60205;5BRCB1  Q;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60206;5NODO 8 V;60206;5NODO 8 V;60206;5NODO 8 V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60207;5T1CB   I;60207;5T1CB   I;60207;5T1CB   I;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60208;5T1CB   P;60208;5T1CB   P;60208;5T1CB   P;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60209;5T1CB   Q;60209;5T1CB   Q;60209;5T1CB   Q;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60210;4T1CB   I;60210;4T1CB   I;60210;4T1CB   I;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60211;4T1CB   V;60211;4T1CB   V;60211;4T1CB   V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60212;4T1CB   P;60212;4T1CB   P;60212;4T1CB   P;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60213;4T1CB   Q;60213;4T1CB   Q;60213;4T1CB   Q;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60214;5T1CB   RBC;60214;5T1CB   RBC;60214;5T1CB   RBC;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60215;5NODO 3 V;60215;5NODO 3 V;60215;5NODO 3 V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60216;5NODO 4 V;60216;5NODO 4 V;60216;5NODO 4 V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60217;5CBMQ1  I;60217;5CBMQ1  I;60217;5CBMQ1  I;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60218;5CBMQ1  P;60218;5CBMQ1  P;60218;5CBMQ1  P;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60219;5CBMQ1  Q;60219;5CBMQ1  Q;60219;5CBMQ1  Q;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60220;5NODO 7 V;60220;5NODO 7 V;60220;5NODO 7 V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60221;5CBSO1  I;60221;5CBSO1  I;60221;5CBSO1  I;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60222;5CBSO1  P;60222;5CBSO1  P;60222;5CBSO1  P;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60223;5CBSO1  Q;60223;5CBSO1  Q;60223;5CBSO1  Q;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60224;5CBSO1  V;60224;5CBSO1  V;60224;5CBSO1  V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60225;5CBSO1  I B;60225;5CBSO1  I B;60225;5CBSO1  I B;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60226;5CBSO1  P B;60226;5CBSO1  P B;60226;5CBSO1  P B;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60227;5CBSO1  Q B;60227;5CBSO1  Q B;60227;5CBSO1  Q B;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60228;5T1SO   V;60228;5T1SO   V;60228;5T1SO   V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60229;5T1SO   I;60229;5T1SO   I;60229;5T1SO   I;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60230;5T1SO   P;60230;5T1SO   P;60230;5T1SO   P;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60231;5T1SO   Q;60231;5T1SO   Q;60231;5T1SO   Q;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60232;5T1SO   RBC;60232;5T1SO   RBC;60232;5T1SO   RBC;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60233;1T1SO   I;60233;1T1SO   I;60233;1T1SO   I;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60234;1T1SO   V;60234;1T1SO   V;60234;1T1SO   V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60235;1T1SO   P;60235;1T1SO   P;60235;1T1SO   P;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60236;1T1SO   Q;60236;1T1SO   Q;60236;1T1SO   Q;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60237;1A A B  I;60237;1A A B  I;60237;1A A B  I;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60238;1AL10  I;60238;1AL10  I;60238;1AL10  I;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60239;1AL10  P;60239;1AL10  P;60239;1AL10  P;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60240;1AL10  Q;60240;1AL10  Q;60240;1AL10  Q;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60241;1AL10  V;60241;1AL10  V;60241;1AL10  V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60242;1CPO03 I;60242;1CPO03 I;60242;1CPO03 I;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60243;1CPO03 V;60243;1CPO03 V;60243;1CPO03 V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60244;1CPO03 P;60244;1CPO03 P;60244;1CPO03 P;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60245;1CPO03 Q;60245;1CPO03 Q;60245;1CPO03 Q;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60246;345_TRFTV10_P;60246;345_TRFTV10_P;60246;345_TRFTV10_P;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60247;345_TRFTV10_Q;60247;345_TRFTV10_Q;60247;345_TRFTV10_Q;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60248;345_TRFTV10_V;60248;345_TRFTV10_V;60248;345_TRFTV10_V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60249;345_TRFTG11_P;60249;345_TRFTG11_P;60249;345_TRFTG11_P;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60250;345_TRFTG11_Q;60250;345_TRFTG11_Q;60250;345_TRFTG11_Q;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60251;345_TRFTG11_V;60251;345_TRFTG11_V;60251;345_TRFTG11_V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60252;345_TRFTG12_P;60252;345_TRFTG12_P;60252;345_TRFTG12_P;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60253;345_TRFTG12_Q;60253;345_TRFTG12_Q;60253;345_TRFTG12_Q;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60254;345_TRFTG12_V;60254;345_TRFTG12_V;60254;345_TRFTG12_V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60258;5NODO3  V;60258;5NODO3  V;60258;5NODO3  V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60259;5NODO4  V;60259;5NODO4  V;60259;5NODO4  V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60260;5CHA-MQ1 I;60260;5CHA-MQ1 I;60260;5CHA-MQ1 I;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60261;5CHA-MQ1 P;60261;5CHA-MQ1 P;60261;5CHA-MQ1 P;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60262;5CHA-MQ1 Q;60262;5CHA-MQ1 Q;60262;5CHA-MQ1 Q;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60263;5CBMQ1   I;60263;5CBMQ1   I;60263;5CBMQ1   I;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60264;5CBMQ1   P;60264;5CBMQ1   P;60264;5CBMQ1   P;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60265;5CBMQ1   Q;60265;5CBMQ1   Q;60265;5CBMQ1   Q;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60266;5NODO5  V;60266;5NODO5  V;60266;5NODO5  V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60267;5NODO6  V;60267;5NODO6  V;60267;5NODO6  V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60268;5T1MQ    I;60268;5T1MQ    I;60268;5T1MQ    I;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60269;5T1MQ    P;60269;5T1MQ    P;60269;5T1MQ    P;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60270;5T1MQ    Q;60270;5T1MQ    Q;60270;5T1MQ    Q;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60271;5T1MQ    RBC;60271;5T1MQ    RBC;60271;5T1MQ    RBC;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60272;1A A B  IB;60272;1A A B  IB;60272;1A A B  IB;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60273;1T1MQ    I;60273;1T1MQ    I;60273;1T1MQ    I;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60274;1T1MQ    V;60274;1T1MQ    V;60274;1T1MQ    V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60275;1T1MQ    P;60275;1T1MQ    P;60275;1T1MQ    P;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60276;1T1MQ    Q;60276;1T1MQ    Q;60276;1T1MQ    Q;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60277;1CGA-MQ1 I;60277;1CGA-MQ1 I;60277;1CGA-MQ1 I;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60278;1CGA-MQ1 V;60278;1CGA-MQ1 V;60278;1CGA-MQ1 V;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60279;1CGA-MQ1 P;60279;1CGA-MQ1 P;60279;1CGA-MQ1 P;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60280;1CGA-MQ1 Q;60280;1CGA-MQ1 Q;60280;1CGA-MQ1 Q;VERDADERO;VERDADERO
VERDADERO;FALSO;60281;01PW    TD   01 ;60281;01PW    TD   01 POTENCIA ACTIVA MAQUINA SULLAIR;60281;01PW    TD   01 ;VERDADERO;FALSO
VERDADERO;FALSO;60282;01PQ    TD   01 ;60282;01PQ    TD   01 POTENCIA REACTIVA MAQUINA SULLAIR;60282;01PQ    TD   01 ;VERDADERO;FALSO
VERDADERO;VERDADERO;60283;ENA-CAT 01PW TG;60283;ENA-CAT 01PW TG;60283;ENA-CAT 01PW TG;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60284;ENA-CAT 01PQ TG;60284;ENA-CAT 01PQ TG;60284;ENA-CAT 01PQ TG;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60285;ENA-CHI 01PW TG;60285;ENA-CHI 01PW TG;60285;ENA-CHI 01PW TG;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60286;ENA-CHI 01PQ TG;60286;ENA-CHI 01PQ TG;60286;ENA-CHI 01PQ TG;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60287;ENA-LRS 01PW TG;60287;ENA-LRS 01PW TG;60287;ENA-LRS 01PW TG;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60288;ENA-LRS 01PQ TG;60288;ENA-LRS 01PQ TG;60288;ENA-LRS 01PQ TG;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60289;ENA-ORA 01PW TG;60289;ENA-ORA 01PW TG;60289;ENA-ORA 01PW TG;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60290;ENA-ORA 01PQ TG;60290;ENA-ORA 01PQ TG;60290;ENA-ORA 01PQ TG;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60291;ENA-TAR 01PW TG;60291;ENA-TAR 01PW TG;60291;ENA-TAR 01PW TG;VERDADERO;VERDADERO
VERDADERO;VERDADERO;60292;ENA-TAR 01PQ TG;60292;ENA-TAR 01PQ TG;60292;ENA-TAR 01PQ TG;VERDADERO;VERDADERO
VERDADERO;FALSO;60293;01PW    TD   01 ;60293;01PW    TD   01 POTENCIA ACTIVA MAQUINA SULLAIR;60293;01PW    TD   01 ;VERDADERO;FALSO
VERDADERO;FALSO;60294;01PQ    TD   01 ;60294;01PQ    TD   01 POTENCIA REACTIVA MAQUINA SULLAIR;60294;01PQ    TD   01 ;VERDADERO;FALSO
VERDADERO;FALSO;60295;01PW    TD   02 ;60295;01PW    TD   02 POTENCIA ACTIVA MAQUINA SULLAIR;60295;01PW    TD   02 ;VERDADERO;FALSO
VERDADERO;FALSO;60296;01PQ    TD   02 ;60296;01PQ    TD   02 POTENCIA REACTIVA MAQUINA SULLAIR;60296;01PQ    TD   02 ;VERDADERO;FALSO
VERDADERO;FALSO;60297;01PW    TD   03 ;60297;01PW    TD   03 POTENCIA ACTIVA MAQUINA SULLAIR;60297;01PW    TD   03 ;VERDADERO;FALSO
VERDADERO;FALSO;60298;01PQ    TD   03 ;60298;01PQ    TD   03 POTENCIA REACTIVA MAQUINA SULLAIR;60298;01PQ    TD   03 ;VERDADERO;FALSO
