"POINTNUMBER","POINTNAME","STATIONNAMEABBREVIATED"
148033,"77QFAL        ET REACTIVO FALTANTE","LMA"
148034,"01GEN PW      ET POTENCIA ACTIVA TOTAL","LMA"
148035,"01GEN PQ      ET POTENCIA REACTIVA TOTAL","LMA"
148036,"13TEN     TR  03 TENSION","LMA"
148037,"13TEN      B  A  TENSION","LMA"
148039,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","LMA"
148040,"77DEM PW      ET DEMANDA DE POTENCIA REACTIVA","LMA"
148041,"03TEN      B   A TENSION","LMA"
148042,"01TEN      B   A TENSION","LMA"
149000,"13TEN    B   A   TENSION","ETU"
149001,"13PW     L  MET  POTENCIA ACTIVA","ETU"
149002,"13PQ     L  MET  POTENCIA REACTIVA","ETU"
149003,"13CTE    L  MET  CORRIENTE","ETU"
149004,"13PW     L  JVG  POTENCIA ACTIVA","ETU"
149005,"13PQ     L  JVG  POTENCIA REACTIVA","ETU"
149006,"13CTE    L  JVG  CORRIENTE","ETU"
149007,"01PW      GP 011 POTENCIA ACTIVA","ETU"
149008,"01PQ      GP 011 POTENCIA ACTIVA","ETU"
149009,"01PW      GP 012 POTENCIA ACTIVA","ETU"
149010,"01PQ      GP 012 POTENCIA ACTIVA","ETU"
149011,"01RPF     TG 021 REGULACION PRIMARIA DE FRECUENCIA","ETU"
149012,"01RPF     TG 022 REGULACION PRIMARIA DE FRECUENCIA","ETU"
149013,"13FRE       SIS  FRECUENCIA","ETU"
149014,"01PW         GEN POTENCIA ACTIVA","ETU"
149015,"01PQ         GEN POTENCIA REACTIVA","ETU"
149016,"01TEN   B   A    TENSION","ETU"
149017,"01TEN   B   B    TENSION","ETU"
150000,"13PW      TR  01 POTENCIA ACTIVA","JVG"
150001,"13PQ      TR  01 POTENCIA REACTIVA","JVG"
150002,"13CTE     TR  01 CORRIENTE","JVG"
150003,"13PW      TR  02 POTENCIA ACTIVA","JVG"
150004,"13PQ      TR  02 POTENCIA REACTIVA","JVG"
150005,"13CTE     TR  02 CORRIENTE","JVG"
150006,"13TEN    B   A   TENSION","JVG"
150009,"13PW     L  ASA  POTENCIA ACTIVA","JVG"
150010,"13PQ     L  ASA  POTENCIA REACTIVA","JVG"
150011,"13CTE    L  ASA  CORRIENTE","JVG"
150012,"13TEN    L  ASA  TENSION","JVG"
150015,"03PW      TR  01 POTENCIA ACTIVA","JVG"
150016,"03PQ      TR  01 POTENCIA REACTIVA","JVG"
150017,"03CTE     TR  01 CORRIENTE","JVG"
150018,"03TEN     TR  01 TENSION","JVG"
150019,"03PW      TR  02 POTENCIA ACTIVA","JVG"
150020,"03PQ      TR  02 POTENCIA REACTIVA","JVG"
150021,"03CTE     TR  02 CORRIENTE","JVG"
150022,"03TEN     TR  02 TENSION","JVG"
150023,"01PW      TR  01 POTENCIA ACTIVA","JVG"
150024,"01PQ      TR  01 POTENCIA REACTIVA","JVG"
150025,"01CTE     TR  01 CORRIENTE","JVG"
150026,"01TEN     TR  01 TENSION","JVG"
150027,"01PW      TR  02 POTENCIA ACTIVA","JVG"
150028,"01PQ      TR  02 POTENCIA REACTIVA","JVG"
150029,"01CTE     TR  02 CORRIENTE","JVG"
150030,"01TEN     TR  02 TENSION","JVG"
150031,"03CTE   TOLLOCHE CORRIENTE DISTRIBUIDOR","JVG"
150032,"03CTE     AC A B CORRIENTE ACOPLAMIENTO","JVG"
150033,"03CTE L. LAJITAS CORRIENTE DISTRIBUIDOR","JVG"
150034,"01CTE   EL TUNAL CORRIENTE DISTRIBUIDOR","JVG"
150035,"01CTE QUEBRACHAL CORRIENTE DISTRIBUIDOR","JVG"
150036,"01CTE     J.V.G. CORRIENTE DISTRIBUIDOR","JVG"
150037,"01CTE     AC A B CORRIENTE ACOPLAMIENTO","JVG"
150038,"01CTE   CAP   01 CORRIENTE BCO CAPACITORES","JVG"
150039,"01PQ    CAP   01 POTENCIA REACTIVA BCO CAPACITORES","JVG"
150040,"13PW     L  ETU  POTENCIA ACTIVA","JVG"
150041,"13PQ     L  ETU  POTENCIA REACTIVA","JVG"
150042,"13CTE    L  ETU  CORRIENTE","JVG"
150043,"13TEN    L  ETU  TENSION","JVG"
150044,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","JVG"
150045,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","JVG"
150046,"03TEN     B   A  TENSION","JVG"
150047,"03TEN     B   B  TENSION","JVG"
150048,"01TEN     B   A  TENSION","JVG"
150049,"01TEN     B   B  TENSION","JVG"
151000,"13PW     L  JVG  POTENCIA ACTIVA","ASA"
151001,"13PQ     L  JVG  POTENCIA REACTIVA","ASA"
151002,"13CTE    L  JVG  CORRIENTE","ASA"
151003,"13TEN    L  JVG  TENSION","ASA"
151004,"13PW      TR  01 POTENCIA ACTIVA","ASA"
151005,"13PQ      TR  01 POTENCIA REACTIVA","ASA"
151006,"13CTE     TR  01 CORRIENTE","ASA"
151008,"03PW      TR  01 POTENCIA ACTIVA","ASA"
151009,"03PQ      TR  01 POTENCIA REACTIVA","ASA"
151010,"03CTE     TR  01 CORRIENTE","ASA"
151011,"03TEN     TR  01 TENSION","ASA"
151012,"01PW      TR  01 POTENCIA ACTIVA","ASA"
151013,"01PQ      TR  01 POTENCIA REACTIVA","ASA"
151014,"01CTE     TR  01 CORRIENTE","ASA"
151015,"01TEN     TR  01 TENSION","ASA"
151016,"03CTE   DISTRI 1 CORRIENTE","ASA"
151017,"03CTE   DISTRI 2 CORRIENTE","ASA"
151018,"03CTE   DISTRI 3 CORRIENTE","ASA"
151019,"01CTE   DISTRI 1 CORRIENTE","ASA"
151020,"01CTE   DISTRI 2 CORRIENTE","ASA"
151021,"01CTE   DISTRI 3 CORRIENTE","ASA"
151022,"13TEMP    TR  01 TEMPERATURA TRAFO","ASA"
151023,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","ASA"
151024,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","ASA"
151026,"13PW     L  LES  POTENCIA ACTIVA","ASA"
151027,"13PQ     L  LES  POTENCIA REACTIVA","ASA"
151028,"13CTE    L  LES  CORRIENTE","ASA"
151029,"13TEN    L  LES  TENSION","ASA"
151030,"13TEN     B   A  TENSION","ASA"
151031,"03TEN     B   A  TENSION","ASA"
151032,"01TEN     B   A  TENSION","ASA"
152000,"13PW     L  GUA  POTENCIA ACTIVA","CCO"
152001,"13PQ     L  GUA  POTENCIA REACTIVA","CCO"
152002,"13CTE    L  GUA  CORRIENTE","CCO"
152003,"13PW     L  ECA  POTENCIA ACTIVA","CCO"
152004,"13PQ     L  ECA  POTENCIA REACTIVA","CCO"
152005,"13CTE    L  ECA  CORRIENTE","CCO"
152006,"13PW     L  SES  POTENCIA ACTIVA","CCO"
152007,"13PQ     L  SES  POTENCIA REACTIVA","CCO"
152008,"13CTE    L  SES  CORRIENTE","CCO"
152009,"13TEN    L  SES  TENSION","CCO"
152010,"13FRE       SIS  FRECUENCIA","CCO"
152011,"13TEN    B   A   TENSION","CCO"
152012,"01RPF     GR  01 REGULACION PRIMARIA DE FRECUENCIA","CCO"
152013,"01RPF     GR  02 REGULACION PRIMARIA DE FRECUENCIA","CCO"
152014,"01RPF     GR  03 REGULACION PRIMARIA DE FRECUENCIA","CCO"
152015,"13FRE         ET FRECUENCIA","CCO"
152016,"01PW      GR  01 POTENCIA ACTIVA","CCO"
152017,"01PQ      GR  01 POTENCIA REACTIVA","CCO"
152018,"01PW      GR  02 POTENCIA ACTIVA","CCO"
152019,"01PQ      GR  02 POTENCIA REACTIVA","CCO"
152020,"01PW      GR  03 POTENCIA ACTIVA","CCO"
152021,"01PQ      GR  03 POTENCIA REACTIVA","CCO"
152022,"01PW      SA  01 POTENCIA ACTIVA","CCO"
152023,"01PQ      SA  01 POTENCIA REACTIVA","CCO"
152024,"01PW      SA  02 POTENCIA ACTIVA","CCO"
152025,"01PQ      SA  02 POTENCIA REACTIVA","CCO"
152026,"01GEN PW      ET POTENCIA ACTIVA TOTAL GENERACION","CCO"
152027,"01GEN PQ      ET POTENCIA REACTIVA TOTAL GENERACION","CCO"
152028,"13TEN    B   A   TENSION APP","CCO"
153000,"03PW      TR  03 POTENCIA ACTIVA","JES"
153001,"03PQ      TR  03 POTENCIA REACTIVA","JES"
153002,"03PW      TR  02 POTENCIA ACTIVA","JES"
153003,"03PQ      TR  02 POTENCIA REACTIVA","JES"
153004,"13PW     L  JSU  POTENCIA ACTIVA","JES"
153005,"13PQ     L  JSU  POTENCIA REACTIVA","JES"
153006,"13CTE    L  JSU  CORRIENTE","JES"
153007,"13PW     L  PAL  POTENCIA ACTIVA","JES"
153008,"13PQ     L  PAL  POTENCIA REACTIVA","JES"
153009,"13CTE    L  PAL  CORRIENTE","JES"
153010,"13PW      TR 1:3 POTENCIA ACTIVA","JES"
153011,"13PQ      TR 1:3 POTENCIA REACTIVA","JES"
153012,"01PW      TR  01 POTENCIA ACTIVA","JES"
153013,"01PQ      TR  01 POTENCIA REACTIVA","JES"
153014,"03CTE     TR  03 CORRIENTE","JES"
153016,"13PW      TR  02 POTENCIA ACTIVA","JES"
153017,"13PQ      TR  02 POTENCIA REACTIVA","JES"
153018,"01PW      TR  02 POTENCIA ACTIVA","JES"
153019,"01PQ      TR  02 POTENCIA REACTIVA","JES"
153020,"03CTE     TR  02 CORRIENTE","JES"
153022,"13TEN     B   A  TENSION","JES"
153023,"03TEN     TR  03 TENSION","JES"
153024,"03TEN     TR  02 TENSION","JES"
153025,"01TEN     B   A  TENSION","JES"
153026,"01TEN     B   B  TENSION","JES"
153028,"13QFAL        ET REACTIVO FALTANTE","JES"
153029,"13CTE     TR 1:3 CORRIENTE","JES"
153030,"13CTE     TR  02 CORRIENTE","JES"
153031,"01CTE     TR  01 CORRIENTE","JES"
153032,"01CTE     TR  02 CORRIENTE","JES"
153033,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","JES"
153034,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","JES"
153036,"03TEN     B   A  TENSION","JES"
154000,"13PW     L  CAF  POTENCIA ACTIVA","PGR"
154001,"13PQ     L  CAF  POTENCIA REACTIVA","PGR"
154002,"13CTE    L  CAF  CORRIENTE","PGR"
154003,"13TEN    L  CAF  TENSION","PGR"
154004,"13DIS FA L  CAF  DISTANCIA DE FALLA EN KM","PGR"
154005,"13PW     L  TRA  POTENCIA ACTIVA","PGR"
154006,"13PQ     L  TRA  POTENCIA REACTIVA","PGR"
154007,"13CTE    L  TRA  CORRIENTE","PGR"
154008,"13TEN    L  TRA  TENSION","PGR"
154009,"13DIS FA L  TRA  DISTANCIA DE FALLA EN KM","PGR"
154010,"13PW     L  GUA  POTENCIA ACTIVA","PGR"
154011,"13PQ     L  GUA  POTENCIA REACTIVA","PGR"
154012,"13CTE    L  GUA  CORRIENTE","PGR"
154013,"13TEN    L  GUA  TENSION","PGR"
154014,"13DIS FA L  GUA  DISTANCIA DE FALLA EN KM","PGR"
154015,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","PGR"
154016,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","PGR"
154017,"13TEN    B   A   TENSION","PGR"
155000,"13PW      TR  01 POTENCIA ACTIVA","CAF"
155001,"13PQ      TR  01 POTENCIA REACTIVA","CAF"
155002,"13CTE     TR  01 CORRIENTE","CAF"
155003,"13TEN     TR  01 TENSION","CAF"
155004,"03PW      TR  01 POTENCIA ACTIVA","CAF"
155005,"03PQ      TR  01 POTENCIA REACTIVA","CAF"
155006,"03CTE     TR  01 CORRIENTE","CAF"
155008,"03TEN     TR  01 TENSION","CAF"
155009,"03CTE CAFAYATE   CORRIENTE","CAF"
155010,"03CTE CACHI      CORRIENTE","CAF"
155011,"13QFAL        ET REACTIVO FALTANTE","CAF"
155013,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","CAF"
155014,"77DEM PW      ET DEMANDA DE POTENCIA REACTIVA","CAF"
155015,"01CTE     ESTECO CORRIENTE","CAF"
155016,"01PW      ESTECO POTENCIA ACTIVA","CAF"
155017,"01PQ      ESTECO POTENCIA REACTIVA","CAF"
155018,"01TEN     ESTECO TENSION","CAF"
155019,"13TEN    B   A   TENSION","CAF"
155020,"03TEN    B   A   TENSION","CAF"
155021,"01TEN    B   A   TENSION","CAF"
156000,"13PW     L  BUR  POTENCIA ACTIVA","ROS"
156001,"13PQ     L  BUR  POTENCIA REACTIVA","ROS"
156002,"13CTE    L  BUR  CORRIENTE","ROS"
156003,"13TEN    L  BUR  TENSION","ROS"
156004,"13PW     L  COB  POTENCIA ACTIVA","ROS"
156005,"13PQ     L  COB  POTENCIA REACTIVA","ROS"
156006,"13CTE    L  COB  CORRIENTE","ROS"
156007,"13TEN    L  COB  TENSION","ROS"
156008,"13PW      TR  01 POTENCIA ACTIVA","ROS"
156009,"13PQ      TR  01 POTENCIA REACTIVA","ROS"
156010,"13CTE     TR  01 CORRIENTE","ROS"
156012,"03PW      TR  01 POTENCIA ACTIVA","ROS"
156013,"03PQ      TR  01 POTENCIA REACTIVA","ROS"
156014,"03CTE     TR  01 CORRIENTE","ROS"
156015,"03TEN     TR  01 TENSION","ROS"
156016,"01PW      TR  01 POTENCIA ACTIVA","ROS"
156017,"01PQ      TR  01 POTENCIA REACTIVA","ROS"
156018,"01CTE     TR  01 CORRIENTE","ROS"
156019,"01TEN     TR  01 TENSION","ROS"
156020,"03CTE      METAN CORRIENTE","ROS"
156021,"03CTE   ANTILLAS CORRIENTE","ROS"
156022,"03CTE    ROSARIO CORRIENTE","ROS"
156023,"03CTE  RESERVA 1 CORRIENTE","ROS"
156024,"01CTE  RESERVA 4 CORRIENTE","ROS"
156025,"01CTE  RESERVA 3 CORRIENTE","ROS"
156026,"01CTE  RESERVA 2 CORRIENTE","ROS"
156027,"01CTE     CP  01 CORRIENTE","ROS"
156028,"01PQ      CP  01 POTENCIA REACTIVA","ROS"
156029,"01CTE     TERMAS CORRIENTE","ROS"
156030,"01CTE  ROSARIO N CORRIENTE","ROS"
156031,"01CTE  ROSARIO S CORRIENTE","ROS"
156098,"13TEN B A TENSION","ROS"
156099,"03TEN B A TENSION","ROS"
156100,"01TEN B A TENSION","ROS"
157000,"13PW     L  PIC  POTENCIA ACTIVA","SHA"
157001,"13PQ     L  PIC  POTENCIA REACTIVA","SHA"
157002,"13CTE    L  PIC  CORRIENTE","SHA"
157003,"13TEN    L  PIC  TENSION","SHA"
157004,"13PW     L  TAR  POTENCIA ACTIVA","SHA"
157005,"13PQ     L  TAR  POTENCIA REACTIVA","SHA"
157006,"13CTE    L  TAR  CORRIENTE","SHA"
157007,"13TEN    L  TAR  TENSION","SHA"
157008,"13PW     L  DRA  POTENCIA ACTIVA","SHA"
157009,"13PQ     L  DRA  POTENCIA REACTIVA","SHA"
157010,"13CTE    L  DRA  CORRIENTE","SHA"
157011,"13TEN    L  DRA  TENSION","SHA"
157012,"13PW      TR  01 POTENCIA ACTIVA","SHA"
157013,"13PQ      TR  01 POTENCIA REACTIVA","SHA"
157014,"13CTE     TR  01 CORRIENTE","SHA"
157016,"03PW      TR  01 POTENCIA ACTIVA","SHA"
157017,"03PQ      TR  01 POTENCIA REACTIVA","SHA"
157018,"03CTE     TR  01 CORRIENTE","SHA"
157019,"03TEN     TR  01 TENSION","SHA"
157020,"01PW      TR  01 POTENCIA ACTIVA","SHA"
157021,"01PQ      TR  01 POTENCIA REACTIVA","SHA"
157022,"01CTE     TR  01 CORRIENTE","SHA"
157023,"01TEN     TR  01 TENSION","SHA"
157024,"03CTE    RUTA 81 CORRIENTE","SHA"
157026,"03CTE EMBRCACION CORRIENTE","SHA"
157027,"01CTE   SALIDA 1 CORRIENTE","SHA"
157028,"13TEN    B   A   TENSION","SHA"
157029,"03TEN    B   A   TENSION","SHA"
158000,"13PW      TR  01 POTENCIA ACTIVA","DRA"
158001,"13PQ      TR  01 POTENCIA REACTIVA","DRA"
158002,"13CTE     TR  01 CORRIENTE","DRA"
158003,"13TEN     TR  01 TENSION","DRA"
158004,"03PW      TR  01 POTENCIA ACTIVA","DRA"
158005,"03PQ      TR  01 POTENCIA REACTIVA","DRA"
158006,"03CTE     TR  01 CORRIENTE","DRA"
158007,"03TEN     TR  01 TENSION","DRA"
158009,"13TEN    B   A   TENSION","DRA"
158010,"03TEN    B   A   TENSION","DRA"
159000,"13PW     L  PIC  POTENCIA ACTIVA","TAB"
159001,"13PQ     L  PIC  POTENCIA REACTIVA","TAB"
159002,"13CTE    L  PIC  CORRIENTE","TAB"
159003,"13TEN    L  PIC  TENSION","TAB"
159004,"13PW     L  ORA  POTENCIA ACTIVA","TAB"
159005,"13PQ     L  ORA  POTENCIA REACTIVA","TAB"
159006,"13CTE    L  ORA  CORRIENTE","TAB"
159007,"13TEN    L  ORA  TENSION","TAB"
159008,"13PW      TR  01 POTENCIA ACTIVA","TAB"
159009,"13PQ      TR  01 POTENCIA REACTIVA","TAB"
159010,"13CTE     TR  01 CORRIENTE","TAB"
159011,"01PW      TR  01 POTENCIA ACTIVA","TAB"
159012,"01PQ      TR  01 POTENCIA REACTIVA","TAB"
159013,"01CTE     TR  01 CORRIENTE","TAB"
159014,"01PW      TV  01 POTENCIA ACTIVA","TAB"
159015,"01PQ      TV  01 POTENCIA REACTIVA","TAB"
159016,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","TAB"
159017,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","TAB"
159020,"01CTE     TV  01 CORRIENTE","TAB"
159021,"RESERVA 1","TAB"
159022,"RESERVA 2","TAB"
159023,"RESERVA 3","TAB"
159026,"01TEN     TV  01 TENSION","TAB"
159027,"13TEN    B   A   TENSION","TAB"
159028,"01TEN    B   A   TENSION","TAB"
160000,"13PW     L  LRI1 POTENCIA ACTIVA","PAR"
160001,"13PQ     L  LRI1 POTENCIA REACTIVA","PAR"
160002,"13CTE    L  LRI1 CORRIENTE FASE S","PAR"
160003,"13TEN    L  LRI1 TENSION S-N","PAR"
160004,"13PW     L  AIM  POTENCIA ACTIVA","PAR"
160005,"13PQ     L  AIM  POTENCIA REACTIVA","PAR"
160006,"13CTE    L  AIM  CORRIENTE FASE S","PAR"
160007,"13TEN    L  AIM  TENSION S-N","PAR"
160008,"13PW     TR   01 POTENCIA ACTIVA","PAR"
160009,"13PQ     TR   01 POTENCIA REACTIVA","PAR"
160010,"13CTE    TR   01 CORRIENTE FASE S","PAR"
160011,"13TEN    TR   01 TENSION S-N","PAR"
160012,"03PW     TR   01 POTENCIA ACTIVA","PAR"
160013,"03PQ     TR   01 POTENCIA REACTIVA","PAR"
160014,"03CTE    TR   01 CORRIENTE FASE S","PAR"
160015,"03TEN    TR   01 TENSION S-N","PAR"
160016,"03PW     AERO 01 POTENCIA ACTIVA","PAR"
160017,"03PQ     AERO 01 POTENCIA REACTIVA","PAR"
160018,"03CTE    AERO 01 CORRIENTE FASE S","PAR"
160019,"03TEN    AERO 01 TENSION S-N","PAR"
160020,"03PW     SA   01 POTENCIA ACTIVA","PAR"
160021,"03PQ     SA   01 POTENCIA REACTIVA","PAR"
160022,"03CTE    SA   01 CORRIENTE FASE S","PAR"
160023,"03TEN    SA   01 TENSION S-N","PAR"
160024,"03PW     CP   01 POTENCIA ACTIVA","PAR"
160025,"03PQ     CP   01 POTENCIA REACTIVA","PAR"
160026,"13PW     TR   02 POTENCIA ACTIVA","PAR"
160027,"13PQ     TR   02 POTENCIA REACTIVA","PAR"
160028,"13TEN    TR   02 TENSION S-N","PAR"
160029,"13CTE    TR   02 CORRIENTE FASE PROM","PAR"
160030,"13TFREC  TR   02 TENSION S-N","PAR"
160031,"13CTE    TR   02 CORRIENTE FASE S","PAR"
160032,"03PW     AC  A-B POTENCIA ACTIVA","PAR"
160033,"03PQ     AC  A-B POTENCIA REACTIVA","PAR"
160034,"03TEN    AC  A-B TENSION S-N","PAR"
160035,"03CTE    AC  A-B CORRIENTE PROM","PAR"
160036,"03CTE    AC  A-B CORRIENTE FASE S","PAR"
160037,"03PQ     CP   02 POTENCIA REACTIVA","PAR"
160038,"03TEN    CP   02 TENSION S-N","PAR"
160039,"03CTE    CP   02 CORRIENTE PROM","PAR"
160040,"03PW     TR   02 POTENCIA ACTIVA","PAR"
160041,"03PQ     TR   02 POTENCIA REACTIVA","PAR"
160042,"03TEN    TR   02 TENSION S-N","PAR"
160043,"03CTE    TR   02 CORRIENTE PROM","PAR"
160044,"03PW     AERO 02 POTENCIA ACTIVA","PAR"
160045,"03PQ     AERO 02 POTENCIA REACTIVA","PAR"
160046,"03TEN    AERO 02 TENSION S-N","PAR"
160047,"03CTE    AERO 02 CORRIENTE PROM","PAR"
160048,"77GEN PW      ET GENERACION DE POTENCIA ACTIVA","PAR"
160049,"77GEN PQ      ET GENERACION DE POTENCIA REACTIVA","PAR"
161000,"01TEN     TR  02 TENSION","CAT1"
161001,"01PW      TG  21 POTENCIA ACTIVA","CAT1"
161002,"01CTE  M BOTELLO CORRIENTE","CAT1"
161003,"01CTE  CHACARITA CORRIENTE","CAT1"
161004,"01CTE     ESQUIU CORRIENTE","CAT1"
161005,"01CTE     GUEMES CORRIENTE","CAT1"
161006,"01CTE    LA VINA CORRIENTE","CAT1"
161007,"01CTE  LOS POZOS CORRIENTE","CAT1"
161008,"01CTE   RES1 TR1 CORRIENTE","CAT1"
161009,"01CTE   BELGRANO CORRIENTE","CAT1"
161010,"03CTE     CENTRO CORRIENTE","CAT1"
161011,"03CTE CHANARITOS CORRIENTE","CAT1"
161012,"03CTE  CHUMBICHA CORRIENTE","CAT1"
161013,"03CTE        SUR CORRIENTE","CAT1"
161014,"03CTE   P INDUST CORRIENTE","CAT1"
161015,"01CTE     TR  01 CORRIENTE","CAT1"
161016,"03CTE      NORTE CORRIENTE","CAT1"
161017,"13PW      TR  03 POTENCIA ACTIVA","CAT1"
161018,"13PQ      TR  03 POTENCIA REACTIVA","CAT1"
161019,"01PW      TR  03 POTENCIA ACTIVA","CAT1"
161020,"01PQ      TR  03 POTENCIA REACTIVA","CAT1"
161021,"01CTE     TR  03 CORRIENTE","CAT1"
161023,"13CTE    L  HUA  CORRIENTE","CAT1"
161024,"13PW     L  HUA  POTENCIA ACTIVA","CAT1"
161025,"13PQ     L  HUA  POTENCIA REACTIVA","CAT1"
161026,"13TEN    B   A   TENSION","CAT1"
161027,"03TEN     TR  01 TENSION","CAT1"
161028,"03TEN     TR  02 TENSION","CAT1"
161029,"01TEN    B   A   TENSION","CAT1"
161030,"01TEN    B   B   TENSION","CAT1"
161031,"13PW      TR  01 POTENCIA ACTIVA","CAT1"
161032,"13PW      TR  02 POTENCIA ACTIVA","CAT1"
161033,"01PW      TR  01 POTENCIA ACTIVA","CAT1"
161034,"13CTE     TR  03 CORRIENTE","CAT1"
161035,"13PQ      TR  01 POTENCIA REACTIVA","CAT1"
161036,"13PQ      TR  02 POTENCIA REACTIVA","CAT1"
161037,"01PQ      TR  01 POTENCIA REACTIVA","CAT1"
161038,"01PQ  BCO CP  02 POTENCIA REACTIVA","CAT1"
161039,"03CTE     TR  01 CORRIENTE","CAT1"
161040,"03CTE     TR  02 CORRIENTE","CAT1"
161041,"01PQ      TG  21 POTENCIA REACTIVA","CAT1"
161043,"01CTE BCO CP  01 CORRIENTE","CAT1"
161044,"01CTE BCO CP  02 CORRIENTE","CAT1"
161045,"13PW     L  REC  POTENCIA ACTIVA","CAT1"
161046,"13PQ     L  REC  POTENCIA REACTIVA","CAT1"
161047,"13CTE    L  REC  CORRIENTE","CAT1"
161048,"03PW      TR  01 POTENCIA ACTIVA","CAT1"
161049,"03PQ      TR  01 POTENCIA REACTIVA","CAT1"
161050,"03PW      TR  02 POTENCIA ACTIVA","CAT1"
161051,"03PQ      TR  02 POTENCIA REACTIVA","CAT1"
161053,"01CTE     AC  02 CORRIENTE","CAT1"
161054,"01PW      TR  02 POTENCIA ACTIVA","CAT1"
161055,"01PQ      TR  02 POTENCIA REACTIVA","CAT1"
161056,"01CTE   P.FERIAL CORRIENTE","CAT1"
161057,"13CTE     TR  02 CORRIENTE","CAT1"
161058,"01CTE     TR  02 CORRIENTE","CAT1"
161059,"13CTE     TR  01 CORRIENTE","CAT1"
161060,"01DEM PW      ET DEMANDA DE POTENCIA ACTIVA","CAT1"
161061,"01DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","CAT1"
161063,"01QFAL        ET REACTIVO FALTANTE","CAT1"
161064,"03DEM PW      ET DEMANDA DE POTENCIA ACTIVA","CAT1"
161065,"03DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","CAT1"
161067,"03QFAL        ET REACTIVO FALTANTE","CAT1"
161068,"13DEM PW      ET DEMANDA DE POTENCIA ACTIVA","CAT1"
161069,"13DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","CAT1"
161077,"RESERVA 1","CAT1"
161078,"01TEN     TR  01 TENSION","CAT1"
161079,"01CTE       OSEP CORRIENTE","CAT1"
161080,"01CTE     EJIDOS CORRIENTE","CAT1"
161081,"01CTE CEMENTERIO CORRIENTE","CAT1"
161082,"01CTE    RES TR1 CORRIENTE","CAT1"
161083,"01PQ  BCO  CP 01 CORRIENTE","CAT1"
161084,"01CTE      AC 01 CORRIENTE","CAT1"
161085,"01CTE    SUMALAO CORRIENTE","CAT1"
161086,"01TEN      TR 03 TENSION","CAT1"
162000,"13PW     L  LPI  POTENCIA ACTIVA","HUA"
162001,"13PQ     L  LPI  POTENCIA REACTIVA","HUA"
162002,"13CTE    L  LPI  CORRIENTE","HUA"
162003,"13PW     L  LCA  POTENCIA ACTIVA","HUA"
162004,"13PQ     L  LCA  POTENCIA REACTIVA","HUA"
162005,"13CTE    L  LCA  CORRIENTE","HUA"
162006,"13PW     L  CAT  POTENCIA ACTIVA","HUA"
162007,"13PQ     L  CAT  POTENCIA REACTIVA","HUA"
162008,"13CTE    L  CAT  CORRIENTE","HUA"
162009,"13TEN    B   A   TENSION","HUA"
162010,"13PW      TR  01 POTENCIA ACTIVA","HUA"
162011,"13PQ      TR  01 POTENCIA REACTIVA","HUA"
162012,"13CTE     TR  01 CORRIENTE","HUA"
162014,"03PW      TR  01 POTENCIA ACTIVA","HUA"
162015,"03PQ      TR  01 POTENCIA REACTIVA","HUA"
162016,"03CTE     TR  01 CORRIENTE","HUA"
162017,"03TEN     TR  01 TENSION","HUA"
162018,"01PW      TR  01 POTENCIA ACTIVA","HUA"
162019,"01PQ      TR  01 POTENCIA REACTIVA","HUA"
162020,"01CTE     TR  01 CORRIENTE","HUA"
162021,"01TEN    B   A   TENSION","HUA"
162022,"03PW     L ALTOS POTENCIA ACTIVA","HUA"
162023,"03PQ     L ALTOS POTENCIA REACTIVA","HUA"
162024,"03CTE    L ALTOS CORRIENTE","HUA"
162025,"03PW     R PUNCO POTENCIA ACTIVA","HUA"
162026,"03PQ     R PUNCO POTENCIA REACTIVA","HUA"
162027,"01CTE    LA VINA CORRIENTE","HUA"
162028,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","HUA"
162029,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","HUA"
162030,"13FRE       SIS  FRECUENCIA","HUA"
162032,"RESERVA 1","HUA"
162033,"RESERVA 2","HUA"
162037,"RESERVA 3","HUA"
162043,"03QF     L ALTOS REACTIVO FALTANTE","HUA"
162044,"03QF     R PUNCO REACTIVO FALTANTE","HUA"
163000,"03PW      TR  01 POTENCIA ACTIVA","FRI"
163001,"03PQ      TR  01 POTENCIA REACTIVA","FRI"
163002,"13CTE    L  REC  CORRIENTE","FRI"
163003,"13TEN    L  REC  TENSION","FRI"
163004,"13PW     L  REC  POTENCIA ACTIVA","FRI"
163005,"13PQ     L  REC  POTENCIA REACTIVA","FRI"
